NATIONAL_BUILDING_ID,PROJECT_NAME,BUILDING_NAME,HOUSING_AUTHORITY,STREET_ADDRESS,CITY,STATE,ZIP5,ZIP9,LATITUDE,LONGITUDE,TOTAL_UNITS,ACC_UNITS,TOTAL_OCCUPIED,PERCENT_OCCUPIED,COUNTY,CITY,MSA_NM,CONSTRUCT_DATE,DOFA_ACTUAL_DT
875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,820 Locust St,Everett,WA,98201,1229,48.006847,-122.193624,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
7975620000,PINEVIEW APTS,Pineview,HA City of Everett,221 98th Pl SE,Everett,WA,98208,3272,47.909811,-122.229649,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
9975620000,EVERETT WA,,HA City of Everett,2030 Jackson Ave,Everett,WA,98203,6820,47.932886,-122.204787,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
5175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1403 Fir St,Everett,WA,98201,1833,47.998594,-122.192481,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
9175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1339 Fir St,Everett,WA,98201,1831,47.999545,-122.192157,3,3,3,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
9275620000,GRANDVIEW HOMES,Grandview,HA City of Everett,606 Linden St,Everett,WA,98201,1221,48.008291,-122.193221,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
3375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,611 Linden St,Everett,WA,98201,1220,48.008492,-122.192832,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
5375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,707 Linden St,Everett,WA,98201,1222,48.008043,-122.192358,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
2475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,825 Linden St,Everett,WA,98201,1224,48.006509,-122.191214,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
8475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,826 Linden St,Everett,WA,98201,1225,48.006328,-122.191631,2,2,1,50,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
675620000,GRANDVIEW HOMES,Grandview,HA City of Everett,807 Pine St,Everett,WA,98201,1233,48.006418,-122.191964,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
6675620000,GRANDVIEW HOMES,Grandview,HA City of Everett,818 Pine St,Everett,WA,98201,1234,48.006153,-122.192314,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,805 Locust St,Everett,WA,98201,1228,48.006999,-122.193127,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
8185620000,EVERETT WA,,HA City of Everett,712 60th St SW,Everett,WA,98203,4262,47.944197,-122.24191,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
9185620000,EVERETT WA,,HA City of Everett,1220 103rd Pl SW,Everett,WA,98204,8715,47.904008,-122.250517,2,2,0,0,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
1285620000,EVERETT WA,,HA City of Everett,2510 Howard Ave,Everett,WA,98203,4817,47.936848,-122.19872,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
2285620000,EVERETT WA,,HA City of Everett,2504 Howard Ave,Everett,WA,98203,4817,47.936848,-122.198759,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
4285620000,EVERETT WA,,HA City of Everett,6514 Fleming St,Everett,WA,98203,4501,47.93808,-122.220082,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1994-02-28T00:00:00.000Z
1765620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1340 Poplar St,Everett,WA,98201,1824,48.000664,-122.194796,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
2765620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1332 Poplar St,Everett,WA,98201,1824,48.000927,-122.19481,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
5765620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1216 Poplar St,Everett,WA,98201,1822,48.00074,-122.19477,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
3175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1326 Fir St,Everett,WA,98201,1832,47.999692,-122.192663,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
4175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1332 Fir St,Everett,WA,98201,1832,47.999607,-122.192654,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
1275620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1319 Fir St,Everett,WA,98201,1831,47.999828,-122.192185,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
2375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,607 Linden St,Everett,WA,98201,1220,48.008506,-122.19285,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
5475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,2917 9th St,Everett,WA,98201,1460,48.005596,-122.191054,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
9475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,820 Linden St,Everett,WA,98201,1225,48.006465,-122.191722,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,814 Linden St,Everett,WA,98201,1225,48.006601,-122.191814,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
1575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,808 Linden St,Everett,WA,98201,1225,48.006738,-122.191905,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
4575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,708 Linden St,Everett,WA,98201,1223,48.00787,-122.192776,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
9575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,735 Pine St,Everett,WA,98201,1231,48.007196,-122.192779,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
1675620000,GRANDVIEW HOMES,Grandview,HA City of Everett,813 Pine St,Everett,WA,98201,1233,48.006358,-122.19192,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
7675620000,GRANDVIEW HOMES,Grandview,HA City of Everett,808 Pine St,Everett,WA,98201,1230,48.006253,-122.192388,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
5775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,862 Locust St,Everett,WA,98201,1229,48.006419,-122.193645,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
7775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,848 Locust St,Everett,WA,98201,1229,48.006562,-122.193638,4,4,3,75,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
8775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,836 Locust St,Everett,WA,98201,1229,48.006684,-122.193632,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
2875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,806 Locust St,Everett,WA,98201,1229,48.006989,-122.193617,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
1975620000,PINEVIEW APTS,Pineview,HA City of Everett,220 98th Pl SE,Everett,WA,98208,3271,47.909491,-122.229809,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
3975620000,PINEVIEW APTS,Pineview,HA City of Everett,216 98th Pl SE,Everett,WA,98208,3266,47.909749,-122.230115,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
5975620000,PINEVIEW APTS,Pineview,HA City of Everett,210 98th Pl SE,Everett,WA,98208,3268,47.910023,-122.230171,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
8085620000,EVERETT WA,,HA City of Everett,1203 103rd Pl SW,Everett,WA,98204,8716,47.903887,-122.249752,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
1185620000,EVERETT WA,,HA City of Everett,2007 105th Pl SE,Everett,WA,98208,4245,47.902053,-122.205081,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
4185620000,EVERETT WA,,HA City of Everett,2028 Chestnut St,Everett,WA,98201,2622,47.98989,-122.188228,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
6185620000,EVERETT WA,,HA City of Everett,1620 Rainier Ave,Everett,WA,98201,1746,47.996029,-122.198524,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
865620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1331 Poplar St,Everett,WA,98201,1823,48.001006,-122.194325,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
4865620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1334 Larch St,Everett,WA,98201,1818,48.000658,-122.194048,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
5865620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1324 Larch St,Everett,WA,98201,1818,48.000945,-122.194067,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
5965620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1413 Larch St,Everett,WA,98201,1819,47.99854,-122.193367,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
1075620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1316 Hemlock St,Everett,WA,98201,1814,48.000427,-122.19291,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
5075620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1227 Hemlock St,Everett,WA,98201,1811,48.000635,-122.192908,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1222 Fir St,Everett,WA,98201,1830,48.001001,-122.192746,4,3,3,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
6175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1415 Fir St,Everett,WA,98201,1833,47.997898,-122.192497,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
275620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1329 Fir St,Everett,WA,98201,1831,47.999687,-122.192171,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
8375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,729 Linden St,Everett,WA,98201,1222,48.007822,-122.192185,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
7575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,721 Locust St,Everett,WA,98201,1226,48.007629,-122.193127,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
2675620000,GRANDVIEW HOMES,Grandview,HA City of Everett,821 Pine St,Everett,WA,98201,1233,48.006278,-122.191861,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
4775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,855 Locust St,Everett,WA,98201,1228,48.00649,-122.193152,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
1875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,814 Locust St,Everett,WA,98201,1229,48.006908,-122.193621,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
7875620000,PINEVIEW APTS,Pineview,HA City of Everett,224 98th Pl SE,Everett,WA,98208,3276,47.909475,-122.229508,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
9875620000,PINEVIEW APTS,Pineview,HA City of Everett,223 98th Pl SE,Everett,WA,98208,3274,47.909802,-122.229469,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
1085620000,EVERETT WA,,HA City of Everett,727 60th St SW,Everett,WA,98203,4267,47.944201,-122.241832,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
3085620000,EVERETT WA,,HA City of Everett,608 58th Pl SE,Everett,WA,98203,3700,47.944284,-122.224362,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
7085620000,EVERETT WA,,HA City of Everett,2032 Chestnut St,Everett,WA,98201,2622,47.989727,-122.187752,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
5285620000,EVERETT WA,,HA City of Everett,1907 Chestnut St,Everett,WA,98201,2620,47.992151,-122.187616,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1994-02-28T00:00:00.000Z
4765620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1230 Poplar St,Everett,WA,98201,1822,48.000278,-122.194756,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
4965620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1403 Larch St,Everett,WA,98201,1819,47.998762,-122.193422,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
7175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1418 Pine St,Everett,WA,98201,1843,47.998499,-122.191694,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
8175620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1402 Pine St,Everett,WA,98201,1843,47.998595,-122.192205,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
4275620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1217 Fir St,Everett,WA,98201,1829,48.001144,-122.192264,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,604 Linden St,Everett,WA,98201,1221,48.008298,-122.19323,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,811 Linden St,Everett,WA,98201,1224,48.006827,-122.191428,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
3575620000,GRANDVIEW HOMES,Grandview,HA City of Everett,724 Linden St,Everett,WA,98201,1223,48.007709,-122.192651,2,2,1,50,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
2775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,821 Locust St,Everett,WA,98201,1228,48.006836,-122.193135,2,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
9775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,826 Locust St,Everett,WA,98201,1229,48.006786,-122.193627,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
3875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,722 Locust St,Everett,WA,98201,1227,48.007613,-122.193618,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
4875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,718 Locust St,Everett,WA,98201,1227,48.007642,-122.193618,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
5875620000,GRANDVIEW HOMES,Grandview,HA City of Everett,710 Locust St,Everett,WA,98201,1227,48.007641,-122.193609,2,2,1,50,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
975620000,PINEVIEW APTS,Pineview,HA City of Everett,222 98th Pl SE,Everett,WA,98208,3275,47.909483,-122.229658,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
2975620000,PINEVIEW APTS,Pineview,HA City of Everett,218 98th Pl SE,Everett,WA,98208,3270,47.90964,-122.230092,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1981-01-31T00:00:00.000Z
5085620000,EVERETT WA,,HA City of Everett,620 58th Pl SE,Everett,WA,98203,3700,47.944282,-122.224307,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1992-03-31T00:00:00.000Z
285620000,EVERETT WA,,HA City of Everett,9305 3rd Pl SE,Everett,WA,98208,2704,47.913562,-122.227815,1,1,1,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1993-01-31T00:00:00.000Z
8865620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1208 Larch St,Everett,WA,98201,1816,48.001148,-122.194115,3,3,3,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
9865620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1203 Larch St,Everett,WA,98201,1815,48.001326,-122.193627,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
1965620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1307 Larch St,Everett,WA,98201,1817,48.000739,-122.194073,4,4,3,75,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
9965620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1331 Hemlock St,Everett,WA,98201,1813,48.000887,-122.193386,6,6,6,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
75620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1334 Hemlock St,Everett,WA,98201,1814,48.000871,-122.193387,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
6075620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1213 Hemlock St,Everett,WA,98201,1811,48.001078,-122.192928,6,5,5,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
5275620000,BAKER HEIGHTS,Baker Heights,HA City of Everett,1207 Fir St,Everett,WA,98201,1829,48.00136,-122.192277,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",1944-07-01T00:00:00.000Z,1943-12-31T00:00:00.000Z
6375620000,GRANDVIEW HOMES,Grandview,HA City of Everett,719 Linden St,Everett,WA,98201,1222,48.007923,-122.192264,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
3475620000,GRANDVIEW HOMES,Grandview,HA City of Everett,835 Linden St,Everett,WA,98201,1224,48.006281,-122.191061,2,2,2,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
1775620000,GRANDVIEW HOMES,Grandview,HA City of Everett,815 Locust St,Everett,WA,98201,1228,48.006897,-122.193132,4,4,4,100,Snohomish,Everett,"Seattle-Bellevue-Everett, WA PMSA",,1951-10-31T00:00:00.000Z
